Railroad Code,Incident Number,Grade Crossing ID,Date,Time,State Name,Highway User,Temperature,Visibility,Weather Condition,Number of Locomotive Units,Number of Cars
BNSF,MT0825202,060078H,2025-08-10,07:15 PM,MONTANA,Truck,79,Dusk,Cloudy,2,89
BNSF,MT0825201,919103T,2025-08-03,05:00 PM,MONTANA,Truck-trailer,87,Dusk,Clear,2,36
BNSF,MT0225201,099093X,2025-02-15,12:03 PM,MONTANA,Auto,33,Day,Cloudy,4,72
BNSF,MT0225202,088334D,2025-02-17,12:18 AM,MONTANA,Pick-up truck,-2,Dark,Snow,2,89
BNSF,MT0125203,088365C,2025-01-27,10:46 AM,MONTANA,Truck-trailer,38,Day,Clear,2,55
BNSF,MT0125201,088081X,2025-01-08,07:10 PM,MONTANA,Auto,37,Dusk,Clear,4,115
BNSF,MT0125202,090588T,2025-01-13,02:22 PM,MONTANA,Other,26,Day,Cloudy,2,6
ATK,190349,629953G,2025-12-04,12:30 AM,NORTH CAROLINA,Pick-up truck,28,Dark,Clear,2,10
NS,161893,942560H,2025-12-10,01:40 AM,NORTH CAROLINA,Auto,33,Dark,Cloudy,1,5
NS,161987,722864S,2025-12-18,08:05 PM,NORTH CAROLINA,Truck,58,Dark,Rain,3,18
NS,169257,722689D,2025-04-10,10:00 AM,NORTH CAROLINA,Auto,65,Day,Clear,0,1
ATK,190121,722993G,2025-11-24,02:47 PM,NORTH CAROLINA,Bus,64,Day,Clear,0,0
ATK,190284,629656N,2025-11-30,06:58 PM,NORTH CAROLINA,Auto,49,Dark,Rain,2,47
ATK,190133,629771V,2025-11-24,02:06 PM,NORTH CAROLINA,Auto,60,Day,Clear,2,7
NS,161630,722396A,2025-11-04,04:50 PM,NORTH CAROLINA,Auto,58,Dusk,Clear,2,30
RFCC,RFCC2501,465905K,2025-10-01,08:16 PM,NORTH CAROLINA,Other,65,Dark,Clear,3,3
ATK,189568,629885H,2025-10-23,09:17 AM,NORTH CAROLINA,Auto,52,Day,Clear,2,43
NS,161162,722571N,2025-09-12,02:11 AM,NORTH CAROLINA,Auto,61,Dark,Clear,4,222
NS,161447,466065G,2025-10-14,05:00 PM,NORTH CAROLINA,Auto,65,Dusk,Cloudy,1,48
CSX,226961,244249T,2025-09-04,02:26 PM,NORTH CAROLINA,Auto,76,Day,Clear,0,1
NS,161501,630650U,2025-10-20,08:20 PM,NORTH CAROLINA,Auto,51,Dark,Clear,1,10
CSX,227494,643060K,2025-10-03,02:03 PM,NORTH CAROLINA,Truck,73,Day,Clear,1,9
CSX,227596,630925A,2025-10-09,09:30 AM,NORTH CAROLINA,Auto,57,Day,Clear,2,70
CSX,227713,630485L,2025-10-16,05:24 PM,NORTH CAROLINA,Other motor vehicle,65,Dusk,Clear,2,40
CSX,227914,631321Y,2025-10-30,06:49 AM,NORTH CAROLINA,Pick-up truck,52,Dawn,Rain,1,56
NS,159210,722159N,2025-02-11,11:05 AM,NORTH CAROLINA,Pedestrian,35,Day,Rain,3,85
NS,158988,722550V,2025-01-15,07:00 PM,NORTH CAROLINA,Auto,30,Dusk,Clear,3,39
NS,158898,721759M,2025-01-07,11:00 AM,NORTH CAROLINA,Van,37,Day,Clear,2,15
NS,159083,722088U,2025-01-25,10:20 AM,NORTH CAROLINA,Truck,36,Day,Clear,2,10
ATK,184661,716252G,2025-02-11,04:30 AM,NORTH CAROLINA,Truck-trailer,41,Dark,Cloudy,2,7
WTRY,WTR280425G,629459A,2025-08-25,07:25 AM,NORTH CAROLINA,Truck-trailer,76,Dawn,Clear,2,53
WTRY,WTR261225G,930668H,2025-07-24,01:00 PM,NORTH CAROLINA,Truck-trailer,86,Day,Cloudy,2,13
ATK,187291,722354N,2025-07-01,07:32 AM,NORTH CAROLINA,Truck-trailer,75,Day,Clear,2,8
NS,160612,716279R,2025-07-08,06:49 PM,NORTH CAROLINA,Truck-trailer,91,Dusk,Clear,2,8
NS,160657,722779C,2025-07-14,04:10 PM,NORTH CAROLINA,Truck,91,Dusk,Clear,3,85
NS,161066,716077T,2025-08-28,02:07 PM,NORTH CAROLINA,Auto,78,Day,Clear,1,10
NS,161011,735402N,2025-08-25,10:49 AM,NORTH CAROLINA,Auto,85,Day,Clear,1,85
CSX,226714,631918T,2025-08-21,10:34 AM,NORTH CAROLINA,Truck,84,Day,Clear,1,6
WSS,I2661,849835L,2025-06-24,12:00 PM,NORTH CAROLINA,Pick-up truck,86,Day,Clear,2,16
CSX,225206,630854F,2025-05-31,12:21 AM,NORTH CAROLINA,Auto,60,Dark,Clear,2,21
CSX,226322,630471D,2025-07-30,02:06 PM,NORTH CAROLINA,Auto,95,Day,Clear,2,6
NS,159843,715301X,2025-04-23,03:35 PM,NORTH CAROLINA,Auto,81,Day,Clear,2,5
CSX,224281,631783P,2025-04-14,06:23 AM,NORTH CAROLINA,Auto,50,Dawn,Cloudy,0,1
CSX,224749,629034L,2025-05-05,06:45 PM,NORTH CAROLINA,Auto,73,Dusk,Clear,2,76
ATK,186552,735141R,2025-05-22,07:26 AM,NORTH CAROLINA,Auto,64,Day,Clear,2,4
ATK,186433,630474Y,2025-05-19,06:59 AM,NORTH CAROLINA,Auto,61,Day,Clear,2,4
ATK,186342,722958T,2025-05-14,11:37 AM,NORTH CAROLINA,Truck,71,Day,Rain,2,4
CSX,223131,631033E,2025-02-16,06:24 PM,NORTH CAROLINA,Pick-up truck,40,Dusk,Cloudy,2,110
ATK,185395,715339U,2025-03-21,09:35 AM,NORTH CAROLINA,Auto,51,Day,Clear,2,5
CSX,223952,631485P,2025-03-26,03:42 PM,NORTH CAROLINA,Other,70,Day,Clear,1,32
CSX,223805,631006H,2025-03-17,10:00 AM,NORTH CAROLINA,Auto,68,Day,Clear,1,1
NS,159636,729601C,2025-03-27,06:48 PM,NORTH CAROLINA,Auto,67,Dusk,Clear,2,22
NS,159571,470638U,2025-03-21,06:30 AM,NORTH CAROLINA,Auto,41,Dawn,Clear,2,10
WTRY,WTR174825G,629459A,2025-04-25,09:00 AM,NORTH CAROLINA,Truck-trailer,68,Day,Clear,2,56
BNSF,TC1025205,081756X,2025-10-24,02:04 PM,NORTH DAKOTA,Pedestrian,36,Day,Cloudy,2,91
BNSF,MT1025202,071710G,2025-10-09,02:13 PM,NORTH DAKOTA,Other,71,Day,Clear,2,64
BNSF,TC1025204,093045M,2025-10-09,11:06 AM,NORTH DAKOTA,Other,67,Day,Cloudy,5,72
BNSF,MT0925201,945475D,2025-09-02,03:40 AM,NORTH DAKOTA,Auto,61,Dark,Clear,2,0
BNSF,MT0925202,060442T,2025-09-17,05:24 PM,NORTH DAKOTA,Other,60,Dusk,Clear,3,130
CPKC,1002514932,691828H,2025-11-25,05:50 PM,NORTH DAKOTA,Pick-up truck,28,Day,Snow,2,143
ATK,189762,086840X,2025-11-04,02:21 AM,NORTH DAKOTA,Auto,43,Dark,Clear,2,10
CPKC,1002283960,693136A,2025-03-29,05:50 PM,NORTH DAKOTA,Other motor vehicle,30,Day,Clear,2,0
BNSF,TC0525201,086420T,2025-05-13,11:27 AM,NORTH DAKOTA,Auto,80,Day,Clear,3,115
BNSF,MT0725201,093326W,2025-07-21,12:48 PM,NORTH DAKOTA,Truck-trailer,85,Day,Clear,4,86
BNSF,TC0625204,087766Y,2025-06-27,11:50 PM,NORTH DAKOTA,Pick-up truck,70,Dark,Rain,2,83
BNSF,TC0725202,071010A,2025-07-16,03:45 AM,NORTH DAKOTA,Auto,55,Dark,Cloudy,2,22
BNSF,MT1025201,394020Y,2025-10-03,08:40 AM,NORTH DAKOTA,Other,63,Dawn,Clear,2,4
NCRC,NCRC0057F,818035P,2025-12-17,08:20 PM,NEBRASKA,Pick-up truck,25,Dark,Clear,3,12
UP,1125GP001,816984V,2025-11-03,11:00 PM,NEBRASKA,Other motor vehicle,44,Dark,Clear,3,125
UP,1125GP013,070280V,2025-11-18,08:56 AM,NEBRASKA,Truck-trailer,42,Day,Cloudy,1,1
UP,1125GL016,816690K,2025-11-21,04:23 PM,NEBRASKA,Pick-up truck,40,Day,Cloudy,1,33
UP,1225GP030,816894W,2025-12-30,05:14 PM,NEBRASKA,Auto,49,Day,Clear,6,289
UP,1025HL007,070197U,2025-10-02,09:21 AM,NEBRASKA,Truck-trailer,64,Day,Clear,2,15
BNSF,HL1125201,073163K,2025-11-06,05:16 PM,NEBRASKA,Other,58,Dusk,Clear,2,59
UP,1025GP018,813302Y,2025-10-21,10:40 AM,NEBRASKA,Truck-trailer,51,Day,Clear,3,124
BNSF,PR0925203,064542L,2025-09-29,06:55 AM,NEBRASKA,Truck,61,Dawn,Cloudy,3,134
UP,1025GP002,815799X,2025-10-02,05:45 AM,NEBRASKA,Truck-trailer,60,Dawn,Fog,2,111
UP,0925GL016,191710M,2025-09-17,08:30 AM,NEBRASKA,Truck-trailer,68,Day,Cloudy,1,4
UP,0925GP007,816910D,2025-09-05,08:20 AM,NEBRASKA,Auto,54,Day,Clear,2,114
UP,0925GP019,817493A,2025-09-17,10:20 PM,NEBRASKA,Van,63,Dark,Clear,3,244
UP,0925GP028,815977G,2025-09-26,11:07 AM,NEBRASKA,Truck,68,Day,Clear,1,1
BNSF,PR1025202,076520V,2025-10-23,04:32 PM,NEBRASKA,Truck-trailer,64,Day,Clear,3,33
UP,0125GP003,817003F,2025-01-05,03:15 PM,NEBRASKA,Truck-trailer,14,Day,Cloudy,7,150
UP,0125GP007,817491L,2025-01-07,06:15 AM,NEBRASKA,Pick-up truck,10,Dawn,Clear,4,65
UP,0125GL005,817411R,2025-01-06,12:00 PM,NEBRASKA,Auto,19,Day,Clear,2,10
UP,0125GL017,816709A,2025-01-21,10:16 AM,NEBRASKA,Pick-up truck,4,Day,Clear,4,94
UP,0125GP020,817631L,2025-01-21,05:30 AM,NEBRASKA,Auto,-6,Dawn,Clear,3,93
BNSF,HL0125205,919874W,2025-01-27,12:59 PM,NEBRASKA,Auto,50,Day,Clear,4,138
BNSF,PR1025201,064571W,2025-10-02,01:36 PM,NEBRASKA,Truck-trailer,83,Day,Clear,2,100
UP,0825GP023,814784E,2025-08-09,02:55 PM,NEBRASKA,Truck-trailer,82,Day,Cloudy,3,124
UP,0825GP030,816318F,2025-08-21,12:05 PM,NEBRASKA,Other motor vehicle,76,Day,Clear,1,30
UP,0825GL004,191693Y,2025-08-03,08:04 PM,NEBRASKA,Auto,68,Dark,Clear,4,68
UP,0825GL018,817604P,2025-08-14,03:45 PM,NEBRASKA,Pick-up truck,91,Day,Clear,3,113
ATK,187831,064128X,2025-07-28,12:20 AM,NEBRASKA,Pedestrian,82,Dark,Clear,2,10
BNSF,PR0825202,064585E,2025-08-20,04:58 PM,NEBRASKA,Truck-trailer,87,Day,Clear,7,265
BNSF,PR0825205,077668F,2025-08-25,08:04 PM,NEBRASKA,Truck,62,Dusk,Cloudy,4,112
BNSF,HL0725206,083418G,2025-07-09,04:23 PM,NEBRASKA,Truck-trailer,92,Day,Clear,1,136
BNSF,TC0725201,064390S,2025-07-11,09:54 AM,NEBRASKA,Auto,77,Day,Cloudy,2,70
BNSF,TC0625203,083143B,2025-06-21,11:04 PM,NEBRASKA,Auto,85,Dark,Clear,3,116
BNSF,PR0525201,076502X,2025-05-08,01:55 PM,NEBRASKA,Truck,77,Day,Cloudy,2,20
UP,0425GP008,813717G,2025-04-07,12:24 PM,NEBRASKA,Truck-trailer,47,Day,Clear,3,165
UP,0525GL015,816835U,2025-05-14,06:00 PM,NEBRASKA,Motorcycle,87,Dusk,Cloudy,3,135
UP,0525GL020,818131S,2025-05-21,08:25 AM,NEBRASKA,Truck-trailer,50,Day,Cloudy,1,7
UP,0525GP024,813663D,2025-05-21,02:10 PM,NEBRASKA,Other motor vehicle,65,Day,Clear,7,270
BNSF,TC0525203,083574T,2025-05-27,06:00 PM,NEBRASKA,Truck-trailer,57,Dusk,Cloudy,2,85
BNSF,HL0325202,083381U,2025-03-17,09:25 AM,NEBRASKA,Truck-trailer,65,Day,Clear,3,135
NCRC,NCRC0044F,815941Y,2025-03-17,07:54 AM,NEBRASKA,Other motor vehicle,38,Day,Clear,3,0
ATK,189976,053078R,2025-11-18,08:50 AM,NEW HAMPSHIRE,Auto,36,Day,Clear,1,5
NHCR,1853,053722D,2025-02-17,06:30 PM,NEW HAMPSHIRE,Truck-trailer,15,Dark,Snow,0,1
NJTR,202510611,856977U,2025-10-16,07:47 PM,NEW JERSEY,Pedestrian,48,Dark,Clear,1,5
CRSH,147094,501142A,2025-11-26,02:00 PM,NEW JERSEY,Auto,59,Day,Clear,1,9
CRSH,147086,586298J,2025-11-11,11:10 AM,NEW JERSEY,Other motor vehicle,48,Day,Clear,2,23
NS,161672,362864W,2025-11-09,04:07 AM,NEW JERSEY,Auto,41,Dawn,Clear,2,27
CRSH,147081,501043C,2025-11-04,05:15 PM,NEW JERSEY,Auto,49,Dusk,Clear,0,0
NJTR,202510586,263186S,2025-10-03,05:40 AM,NEW JERSEY,Auto,45,Dawn,Clear,1,6
CRSH,147069,171522T,2025-10-05,07:48 PM,NEW JERSEY,Truck,67,Dusk,Clear,1,36
CRSH,147076,926959R,2025-10-20,05:50 AM,NEW JERSEY,Other motor vehicle,60,Dawn,Cloudy,1,9
CRSH,147064,501398D,2025-09-17,01:13 PM,NEW JERSEY,Auto,72,Day,Rain,0,0
NS,161280,923209V,2025-09-26,02:50 AM,NEW JERSEY,Truck-trailer,60,Dark,Cloudy,2,34
NS,161200,923209V,2025-09-17,10:45 AM,NEW JERSEY,Truck-trailer,66,Day,Cloudy,4,0
SNJX,20250923,,2025-09-23,08:30 AM,NEW JERSEY,Auto,69,Day,Cloudy,0,2
NJTR,202512761,263016X,2025-12-23,02:46 PM,NEW JERSEY,Auto,35,Day,Rain,1,6
NS,161989,923252B,2025-12-18,06:30 PM,NEW JERSEY,Truck,32,Dusk,Clear,2,40
NS,161960,362859A,2025-12-16,08:15 AM,NEW JERSEY,Auto,20,Day,Clear,3,29
NS,161895,593058U,2025-12-09,03:42 PM,NEW JERSEY,Auto,31,Day,Clear,2,58
NJTR,202508472,267108Y,2025-08-05,01:13 PM,NEW JERSEY,Other,86,Day,Clear,0,4
NJTR,202501060,856977U,2025-01-09,05:38 PM,NEW JERSEY,Auto,33,Dusk,Clear,1,5
CRSH,146958,362880F,2025-01-15,03:41 PM,NEW JERSEY,Auto,32,Day,Clear,1,3
CRSH,146961,171522T,2025-01-21,04:21 PM,NEW JERSEY,Truck-trailer,15,Dusk,Clear,2,10
SLRS,2025001,586679X,2025-01-18,11:45 AM,NEW JERSEY,Auto,42,Day,Rain,1,5
NJTR,202502115,856882L,2025-02-14,06:33 PM,NEW JERSEY,Auto,74,Day,Clear,1,11
NJTR,202502119,267001W,2025-02-19,04:01 PM,NEW JERSEY,Auto,20,Day,Clear,1,5
CSX,223218,172360W,2025-02-20,08:13 PM,NEW JERSEY,Auto,20,Dark,Snow,3,114
NS,159444,593044L,2025-03-08,12:49 AM,NEW JERSEY,Auto,37,Dark,Clear,1,43
NS,159997,923252B,2025-05-11,11:27 PM,NEW JERSEY,Truck-trailer,65,Dark,Clear,2,10
NS,160532,923252B,2025-06-30,10:07 PM,NEW JERSEY,Truck-trailer,81,Dark,Clear,2,27
NS,160001,362862H,2025-05-12,12:11 AM,NEW JERSEY,Auto,62,Dark,Clear,2,64
NJTR,202505301,263156A,2025-05-26,05:28 PM,NEW JERSEY,Auto,51,Dusk,Rain,1,5
NYSW,NYSW0006F,857180U,2025-05-02,01:59 PM,NEW JERSEY,Auto,86,Day,Clear,2,2
NYSW,NYSW0007F,857190A,2025-05-05,10:45 AM,NEW JERSEY,Auto,62,Day,Clear,0,1
CRSH,147008,585990H,2025-05-20,09:19 AM,NEW JERSEY,Auto,63,Day,Clear,2,53
NJTR,202506322,263047W,2025-05-22,11:38 AM,NEW JERSEY,Pedestrian,51,Day,Rain,1,5
CRSH,146993,586324W,2025-04-14,05:10 PM,NEW JERSEY,Auto,69,Dusk,Clear,2,30
CRSH,146994,507893M,2025-04-16,08:45 AM,NEW JERSEY,Other motor vehicle,51,Day,Clear,1,5
CRSH,146997,914978L,2025-04-17,01:36 PM,NEW JERSEY,Truck-trailer,62,Day,Clear,2,56
NJTR,202504211,586106P,2025-04-01,08:19 PM,NEW JERSEY,Auto,48,Dark,Clear,1,3
NJTR,202505259,263156A,2025-04-30,05:30 PM,NEW JERSEY,Auto,71,Day,Clear,1,5
CRSH,147016,586505B,2025-06-03,05:00 PM,NEW JERSEY,Auto,80,Dusk,Clear,2,21
SNJX,20250721,501734K,2025-07-21,07:08 PM,NEW JERSEY,Auto,81,Day,Clear,0,1
SNJX,20250606,501733D,2025-06-06,11:17 AM,NEW JERSEY,Truck-trailer,69,Day,Clear,0,1
CRSH,147047,501044J,2025-07-29,05:50 PM,NEW JERSEY,Van,93,Dusk,Clear,1,18
SNJX,8062025,,2025-08-06,06:01 PM,NEW JERSEY,Auto,77,Dusk,Cloudy,0,2
SNJX,20250814,501719H,2025-08-14,08:33 PM,NEW JERSEY,Pedestrian,79,Dark,Clear,0,2
SNJX,20250819,,2025-08-19,05:41 AM,NEW JERSEY,Auto,74,Dawn,Clear,0,2
BNSF,SW1225201,967788E,2025-12-01,08:55 PM,NEW MEXICO,Auto,40,Dusk,Clear,1,4
BNSF,SW1225205,020022E,2025-12-19,06:30 PM,NEW MEXICO,Auto,60,Dusk,Clear,2,1
UP,0925HL004,596229D,2025-09-05,01:20 AM,NEW MEXICO,Truck-trailer,74,Dark,Cloudy,1,15
UP,0925HL005,741927V,2025-09-09,06:30 PM,NEW MEXICO,Pick-up truck,75,Dusk,Clear,4,125
BNSF,SW1125205,024990K,2025-11-10,01:20 AM,NEW MEXICO,Van,26,Dark,Clear,4,77
BNSF,SW1125201,019942K,2025-11-04,06:24 AM,NEW MEXICO,Auto,46,Dawn,Clear,4,45
NMRX,11152025,019461S,2025-11-15,12:04 PM,NEW MEXICO,Auto,60,Day,Clear,1,3
